org_id,label,classification
59,C04,COMMITTEE_PARLIAMENTARY_STANDING
6,BUDG,COMMITTEE_PARLIAMENTARY_STANDING
60,C05,COMMITTEE_PARLIAMENTARY_STANDING
61,C06,COMMITTEE_PARLIAMENTARY_STANDING
62,C07,COMMITTEE_PARLIAMENTARY_STANDING
63,C08,COMMITTEE_PARLIAMENTARY_STANDING
6349,REGI,COMMITTEE_PARLIAMENTARY_STANDING
6350,DEVE,COMMITTEE_PARLIAMENTARY_STANDING
6351,AGRI,COMMITTEE_PARLIAMENTARY_STANDING
6352,INTA,COMMITTEE_PARLIAMENTARY_STANDING
6353,BUDG,COMMITTEE_PARLIAMENTARY_STANDING
6354,CONT,COMMITTEE_PARLIAMENTARY_STANDING
6355,PECH,COMMITTEE_PARLIAMENTARY_STANDING
6356,EMPL,COMMITTEE_PARLIAMENTARY_STANDING
6357,CULT,COMMITTEE_PARLIAMENTARY_STANDING
6358,ENVI,COMMITTEE_PARLIAMENTARY_STANDING
6359,ITRE,COMMITTEE_PARLIAMENTARY_STANDING
6360,LIBE,COMMITTEE_PARLIAMENTARY_STANDING
6361,TRAN,COMMITTEE_PARLIAMENTARY_STANDING
6362,AFCO,COMMITTEE_PARLIAMENTARY_STANDING
6363,FEMM,COMMITTEE_PARLIAMENTARY_STANDING
6364,PETI,COMMITTEE_PARLIAMENTARY_STANDING
6365,AFET,COMMITTEE_PARLIAMENTARY_STANDING
6366,ECON,COMMITTEE_PARLIAMENTARY_STANDING
6367,IMCO,COMMITTEE_PARLIAMENTARY_STANDING
6368,JURI,COMMITTEE_PARLIAMENTARY_STANDING
64,C09,COMMITTEE_PARLIAMENTARY_STANDING
65,C10,COMMITTEE_PARLIAMENTARY_STANDING
6562,AFET,COMMITTEE_PARLIAMENTARY_STANDING
6563,DEVE,COMMITTEE_PARLIAMENTARY_STANDING
6564,INTA,COMMITTEE_PARLIAMENTARY_STANDING
6567,BUDG,COMMITTEE_PARLIAMENTARY_STANDING
6568,CONT,COMMITTEE_PARLIAMENTARY_STANDING
6570,ECON,COMMITTEE_PARLIAMENTARY_STANDING
6572,EMPL,COMMITTEE_PARLIAMENTARY_STANDING
6574,ENVI,COMMITTEE_PARLIAMENTARY_STANDING
6576,ITRE,COMMITTEE_PARLIAMENTARY_STANDING
6579,IMCO,COMMITTEE_PARLIAMENTARY_STANDING
6580,TRAN,COMMITTEE_PARLIAMENTARY_STANDING
6581,REGI,COMMITTEE_PARLIAMENTARY_STANDING
6582,AGRI,COMMITTEE_PARLIAMENTARY_STANDING
6583,PECH,COMMITTEE_PARLIAMENTARY_STANDING
6584,CULT,COMMITTEE_PARLIAMENTARY_STANDING
6585,JURI,COMMITTEE_PARLIAMENTARY_STANDING
6586,LIBE,COMMITTEE_PARLIAMENTARY_STANDING
6587,AFCO,COMMITTEE_PARLIAMENTARY_STANDING
6588,FEMM,COMMITTEE_PARLIAMENTARY_STANDING
6591,PETI,COMMITTEE_PARLIAMENTARY_STANDING
66,C11,COMMITTEE_PARLIAMENTARY_STANDING
67,C12,COMMITTEE_PARLIAMENTARY_STANDING
68,C13,COMMITTEE_PARLIAMENTARY_STANDING
69,C14,COMMITTEE_PARLIAMENTARY_STANDING
7,ENER,COMMITTEE_PARLIAMENTARY_STANDING
70,C15,COMMITTEE_PARLIAMENTARY_STANDING
71,C16,COMMITTEE_PARLIAMENTARY_STANDING
72,C17,COMMITTEE_PARLIAMENTARY_STANDING
73,C18,COMMITTEE_PARLIAMENTARY_STANDING
74,C01,COMMITTEE_PARLIAMENTARY_STANDING
75,C02,COMMITTEE_PARLIAMENTARY_STANDING
76,C03,COMMITTEE_PARLIAMENTARY_STANDING
77,C04,COMMITTEE_PARLIAMENTARY_STANDING
78,C05,COMMITTEE_PARLIAMENTARY_STANDING
79,C06,COMMITTEE_PARLIAMENTARY_STANDING
7911,SEDE,COMMITTEE_PARLIAMENTARY_STANDING
7912,SANT,COMMITTEE_PARLIAMENTARY_STANDING
7913,ENVI,COMMITTEE_PARLIAMENTARY_STANDING
8,RELA,COMMITTEE_PARLIAMENTARY_STANDING
80,C07,COMMITTEE_PARLIAMENTARY_STANDING
81,C08,COMMITTEE_PARLIAMENTARY_STANDING
82,C09,COMMITTEE_PARLIAMENTARY_STANDING
83,C10,COMMITTEE_PARLIAMENTARY_STANDING
84,C11,COMMITTEE_PARLIAMENTARY_STANDING
85,C12,COMMITTEE_PARLIAMENTARY_STANDING
86,C13,COMMITTEE_PARLIAMENTARY_STANDING
87,C14,COMMITTEE_PARLIAMENTARY_STANDING
88,C15,COMMITTEE_PARLIAMENTARY_STANDING
89,C16,COMMITTEE_PARLIAMENTARY_STANDING
9,JURI,COMMITTEE_PARLIAMENTARY_STANDING
90,C17,COMMITTEE_PARLIAMENTARY_STANDING
91,C18,COMMITTEE_PARLIAMENTARY_STANDING
92,POLI,COMMITTEE_PARLIAMENTARY_STANDING
93,AGRI,COMMITTEE_PARLIAMENTARY_STANDING
94,BUDG,COMMITTEE_PARLIAMENTARY_STANDING
95,ECON,COMMITTEE_PARLIAMENTARY_STANDING
96,ENER,COMMITTEE_PARLIAMENTARY_STANDING
97,RELA,COMMITTEE_PARLIAMENTARY_STANDING
970,PETI,COMMITTEE_PARLIAMENTARY_STANDING
971,FEMM,COMMITTEE_PARLIAMENTARY_STANDING
972,AFCO,COMMITTEE_PARLIAMENTARY_STANDING
973,DEVE,COMMITTEE_PARLIAMENTARY_STANDING
974,CULT,COMMITTEE_PARLIAMENTARY_STANDING
975,AFET,COMMITTEE_PARLIAMENTARY_STANDING
976,RETT,COMMITTEE_PARLIAMENTARY_STANDING
977,PECH,COMMITTEE_PARLIAMENTARY_STANDING
978,AGRI,COMMITTEE_PARLIAMENTARY_STANDING
979,ENVI,COMMITTEE_PARLIAMENTARY_STANDING
98,JURI,COMMITTEE_PARLIAMENTARY_STANDING
980,EMPL,COMMITTEE_PARLIAMENTARY_STANDING
981,BUDG,COMMITTEE_PARLIAMENTARY_STANDING
982,ITRE,COMMITTEE_PARLIAMENTARY_STANDING
983,JURI,COMMITTEE_PARLIAMENTARY_STANDING
984,ECON,COMMITTEE_PARLIAMENTARY_STANDING
985,CONT,COMMITTEE_PARLIAMENTARY_STANDING
986,LIBE,COMMITTEE_PARLIAMENTARY_STANDING
99,ASOC,COMMITTEE_PARLIAMENTARY_STANDING
AFCO,AFCO,COMMITTEE_PARLIAMENTARY_STANDING
AFET,AFET,COMMITTEE_PARLIAMENTARY_STANDING
AGRI,AGRI,COMMITTEE_PARLIAMENTARY_STANDING
ASOC,ASOC,COMMITTEE_PARLIAMENTARY_STANDING
BUDG,BUDG,COMMITTEE_PARLIAMENTARY_STANDING
CONT,CONT,COMMITTEE_PARLIAMENTARY_STANDING
CULT,CULT,COMMITTEE_PARLIAMENTARY_STANDING
DEVE,DEVE,COMMITTEE_PARLIAMENTARY_STANDING
ECON,ECON,COMMITTEE_PARLIAMENTARY_STANDING
EMPL,EMPL,COMMITTEE_PARLIAMENTARY_STANDING
ENER,ENER,COMMITTEE_PARLIAMENTARY_STANDING
ENVI,ENVI,COMMITTEE_PARLIAMENTARY_STANDING
FEMM,FEMM,COMMITTEE_PARLIAMENTARY_STANDING
IMCO,IMCO,COMMITTEE_PARLIAMENTARY_STANDING
INST,INST,COMMITTEE_PARLIAMENTARY_STANDING
INTA,INTA,COMMITTEE_PARLIAMENTARY_STANDING
ITRE,ITRE,COMMITTEE_PARLIAMENTARY_STANDING
JEUN,JEUN,COMMITTEE_PARLIAMENTARY_STANDING
JURI,JURI,COMMITTEE_PARLIAMENTARY_STANDING
LIBE,LIBE,COMMITTEE_PARLIAMENTARY_STANDING
PECH,PECH,COMMITTEE_PARLIAMENTARY_STANDING
PETI,PETI,COMMITTEE_PARLIAMENTARY_STANDING
POLI,POLI,COMMITTEE_PARLIAMENTARY_STANDING
RECH,RECH,COMMITTEE_PARLIAMENTARY_STANDING
REGI,REGI,COMMITTEE_PARLIAMENTARY_STANDING
REGL,REGL,COMMITTEE_PARLIAMENTARY_STANDING
RELA,RELA,COMMITTEE_PARLIAMENTARY_STANDING
RETT,RETT,COMMITTEE_PARLIAMENTARY_STANDING
SANT,SANT,COMMITTEE_PARLIAMENTARY_STANDING
SEDE,SEDE,COMMITTEE_PARLIAMENTARY_STANDING
TRAN,TRAN,COMMITTEE_PARLIAMENTARY_STANDING
1033,ECHE,COMMITTEE_PARLIAMENTARY_TEMPORARY
1035,GENE,COMMITTEE_PARLIAMENTARY_TEMPORARY
1091,FIAP,COMMITTEE_PARLIAMENTARY_TEMPORARY
112,EMPT,COMMITTEE_PARLIAMENTARY_TEMPORARY
113,TRANSIT,COMMITTEE_PARLIAMENTARY_TEMPORARY
114,BSE,COMMITTEE_PARLIAMENTARY_TEMPORARY
115,TRANSIT,COMMITTEE_PARLIAMENTARY_TEMPORARY
1219,MARE,COMMITTEE_PARLIAMENTARY_TEMPORARY
136,BSE2,COMMITTEE_PARLIAMENTARY_TEMPORARY
1561,FINP,COMMITTEE_PARLIAMENTARY_TEMPORARY
2073,TDIP,COMMITTEE_PARLIAMENTARY_TEMPORARY
2074,EQUI,COMMITTEE_PARLIAMENTARY_TEMPORARY
2489,CLIM,COMMITTEE_PARLIAMENTARY_TEMPORARY
3522,CRIS,COMMITTEE_PARLIAMENTARY_TEMPORARY
3650,SURE,COMMITTEE_PARLIAMENTARY_TEMPORARY
3781,CRIM,COMMITTEE_PARLIAMENTARY_TEMPORARY
4899,TAXE,COMMITTEE_PARLIAMENTARY_TEMPORARY
4926,TAX2,COMMITTEE_PARLIAMENTARY_TEMPORARY
5024,TERR,COMMITTEE_PARLIAMENTARY_TEMPORARY
5037,PEST,COMMITTEE_PARLIAMENTARY_TEMPORARY
5047,TAX3,COMMITTEE_PARLIAMENTARY_TEMPORARY
6178,BECA,COMMITTEE_PARLIAMENTARY_TEMPORARY
6179,AIDA,COMMITTEE_PARLIAMENTARY_TEMPORARY
6182,INGE,COMMITTEE_PARLIAMENTARY_TEMPORARY
6415,COVI,COMMITTEE_PARLIAMENTARY_TEMPORARY
6417,ING2,COMMITTEE_PARLIAMENTARY_TEMPORARY
7914,EUDS,COMMITTEE_PARLIAMENTARY_TEMPORARY
7915,HOUS,COMMITTEE_PARLIAMENTARY_TEMPORARY
AIDA,AIDA,COMMITTEE_PARLIAMENTARY_TEMPORARY
BECA,BECA,COMMITTEE_PARLIAMENTARY_TEMPORARY
BSE,BSE,COMMITTEE_PARLIAMENTARY_TEMPORARY
BSE2,BSE2,COMMITTEE_PARLIAMENTARY_TEMPORARY
CLIM,CLIM,COMMITTEE_PARLIAMENTARY_TEMPORARY
COVI,COVI,COMMITTEE_PARLIAMENTARY_TEMPORARY
CRIM,CRIM,COMMITTEE_PARLIAMENTARY_TEMPORARY
CRIS,CRIS,COMMITTEE_PARLIAMENTARY_TEMPORARY
ECHE,ECHE,COMMITTEE_PARLIAMENTARY_TEMPORARY
EMPT,EMPT,COMMITTEE_PARLIAMENTARY_TEMPORARY
EQUI,EQUI,COMMITTEE_PARLIAMENTARY_TEMPORARY
EUDS,EUDS,COMMITTEE_PARLIAMENTARY_TEMPORARY
FIAP,FIAP,COMMITTEE_PARLIAMENTARY_TEMPORARY
FINP,FINP,COMMITTEE_PARLIAMENTARY_TEMPORARY
GENE,GENE,COMMITTEE_PARLIAMENTARY_TEMPORARY
HOUS,HOUS,COMMITTEE_PARLIAMENTARY_TEMPORARY
ING2,ING2,COMMITTEE_PARLIAMENTARY_TEMPORARY
INGE,INGE,COMMITTEE_PARLIAMENTARY_TEMPORARY
MARE,MARE,COMMITTEE_PARLIAMENTARY_TEMPORARY
PEST,PEST,COMMITTEE_PARLIAMENTARY_TEMPORARY
SURE,SURE,COMMITTEE_PARLIAMENTARY_TEMPORARY
TAX2,TAX2,COMMITTEE_PARLIAMENTARY_TEMPORARY
TAX3,TAX3,COMMITTEE_PARLIAMENTARY_TEMPORARY
TAXE,TAXE,COMMITTEE_PARLIAMENTARY_TEMPORARY
TDIP,TDIP,COMMITTEE_PARLIAMENTARY_TEMPORARY
TERR,TERR,COMMITTEE_PARLIAMENTARY_TEMPORARY
TRANSIT,TRANSIT,COMMITTEE_PARLIAMENTARY_TEMPORARY
4931,EMIS,COMMITTEE_PARLIAMENTARY_SPECIAL
4942,PANA,COMMITTEE_PARLIAMENTARY_SPECIAL
6181,ANIT,COMMITTEE_PARLIAMENTARY_SPECIAL
6416,PEGA,COMMITTEE_PARLIAMENTARY_SPECIAL
ANIT,ANIT,COMMITTEE_PARLIAMENTARY_SPECIAL
EMIS,EMIS,COMMITTEE_PARLIAMENTARY_SPECIAL
PANA,PANA,COMMITTEE_PARLIAMENTARY_SPECIAL
PEGA,PEGA,COMMITTEE_PARLIAMENTARY_SPECIAL
1301,SEDE,COMMITTEE_PARLIAMENTARY_SUB
1302,DROI,COMMITTEE_PARLIAMENTARY_SUB
137,SC1A,COMMITTEE_PARLIAMENTARY_SUB
138,SC1B,COMMITTEE_PARLIAMENTARY_SUB
139,SC2,COMMITTEE_PARLIAMENTARY_SUB
140,SC4,COMMITTEE_PARLIAMENTARY_SUB
141,SEDE,COMMITTEE_PARLIAMENTARY_SUB
142,DROI,COMMITTEE_PARLIAMENTARY_SUB
143,MONE,COMMITTEE_PARLIAMENTARY_SUB
144,SEDE,COMMITTEE_PARLIAMENTARY_SUB
145,DROI,COMMITTEE_PARLIAMENTARY_SUB
146,MONE,COMMITTEE_PARLIAMENTARY_SUB
2367,DROI,COMMITTEE_PARLIAMENTARY_SUB
2368,SEDE,COMMITTEE_PARLIAMENTARY_SUB
2436,SEDE,COMMITTEE_PARLIAMENTARY_SUB
2437,DROI,COMMITTEE_PARLIAMENTARY_SUB
2879,DROI,COMMITTEE_PARLIAMENTARY_SUB
2880,SEDE,COMMITTEE_PARLIAMENTARY_SUB
3764,DROI,COMMITTEE_PARLIAMENTARY_SUB
3765,SEDE,COMMITTEE_PARLIAMENTARY_SUB
3966,SEDE,COMMITTEE_PARLIAMENTARY_SUB
3967,DROI,COMMITTEE_PARLIAMENTARY_SUB
4977,DROI,COMMITTEE_PARLIAMENTARY_SUB
4978,SEDE,COMMITTEE_PARLIAMENTARY_SUB
5101,DROI,COMMITTEE_PARLIAMENTARY_SUB
5102,SEDE,COMMITTEE_PARLIAMENTARY_SUB
6180,FISC,COMMITTEE_PARLIAMENTARY_SUB
6369,DROI,COMMITTEE_PARLIAMENTARY_SUB
6370,FISC,COMMITTEE_PARLIAMENTARY_SUB
6371,SEDE,COMMITTEE_PARLIAMENTARY_SUB
6456,SANT,COMMITTEE_PARLIAMENTARY_SUB
7005,DROI,COMMITTEE_PARLIAMENTARY_SUB
7006,SEDE,COMMITTEE_PARLIAMENTARY_SUB
7007,FISC,COMMITTEE_PARLIAMENTARY_SUB
7008,SANT,COMMITTEE_PARLIAMENTARY_SUB
DROI,DROI,COMMITTEE_PARLIAMENTARY_SUB
FISC,FISC,COMMITTEE_PARLIAMENTARY_SUB
MONE,MONE,COMMITTEE_PARLIAMENTARY_SUB
3740,CJ01,COMMITTEE_PARLIAMENTARY_JOINT
3741,CJ02,COMMITTEE_PARLIAMENTARY_JOINT
3771,CJ01,COMMITTEE_PARLIAMENTARY_JOINT
3772,CJ02,COMMITTEE_PARLIAMENTARY_JOINT
3776,CJ03,COMMITTEE_PARLIAMENTARY_JOINT
3777,CJ04,COMMITTEE_PARLIAMENTARY_JOINT
3778,CJ05,COMMITTEE_PARLIAMENTARY_JOINT
3780,CJ06,COMMITTEE_PARLIAMENTARY_JOINT
3815,CJ07,COMMITTEE_PARLIAMENTARY_JOINT
3821,CJ08,COMMITTEE_PARLIAMENTARY_JOINT
3827,CJ09,COMMITTEE_PARLIAMENTARY_JOINT
3831,CJ10,COMMITTEE_PARLIAMENTARY_JOINT
3833,CJ11,COMMITTEE_PARLIAMENTARY_JOINT
3837,CJ12,COMMITTEE_PARLIAMENTARY_JOINT
3838,CJ13,COMMITTEE_PARLIAMENTARY_JOINT
4849,CJ01,COMMITTEE_PARLIAMENTARY_JOINT
4850,CJ02,COMMITTEE_PARLIAMENTARY_JOINT
4851,CJ03,COMMITTEE_PARLIAMENTARY_JOINT
4852,CJ04,COMMITTEE_PARLIAMENTARY_JOINT
4853,CJ05,COMMITTEE_PARLIAMENTARY_JOINT
4854,CJ06,COMMITTEE_PARLIAMENTARY_JOINT
4855,CJ07,COMMITTEE_PARLIAMENTARY_JOINT
4856,CJ08,COMMITTEE_PARLIAMENTARY_JOINT
4857,CJ09,COMMITTEE_PARLIAMENTARY_JOINT
4858,CJ10,COMMITTEE_PARLIAMENTARY_JOINT
4859,CJ11,COMMITTEE_PARLIAMENTARY_JOINT
4860,CJ12,COMMITTEE_PARLIAMENTARY_JOINT
4861,CJ13,COMMITTEE_PARLIAMENTARY_JOINT
4890,CJ14,COMMITTEE_PARLIAMENTARY_JOINT
4892,CJ15,COMMITTEE_PARLIAMENTARY_JOINT
4900,CJ16,COMMITTEE_PARLIAMENTARY_JOINT
4905,CJ17,COMMITTEE_PARLIAMENTARY_JOINT
4912,CJ18,COMMITTEE_PARLIAMENTARY_JOINT
4927,CJ19,COMMITTEE_PARLIAMENTARY_JOINT
4928,CJ20,COMMITTEE_PARLIAMENTARY_JOINT
4936,CJ21,COMMITTEE_PARLIAMENTARY_JOINT
4937,CJ22,COMMITTEE_PARLIAMENTARY_JOINT
4939,CJ23,COMMITTEE_PARLIAMENTARY_JOINT
4940,CJ24,COMMITTEE_PARLIAMENTARY_JOINT
4946,CJ25,COMMITTEE_PARLIAMENTARY_JOINT
4947,CJ26,COMMITTEE_PARLIAMENTARY_JOINT
4948,CJ27,COMMITTEE_PARLIAMENTARY_JOINT
4954,CJ28,COMMITTEE_PARLIAMENTARY_JOINT
4955,CJ29,COMMITTEE_PARLIAMENTARY_JOINT
4980,CJ17,COMMITTEE_PARLIAMENTARY_JOINT
4981,CJ25,COMMITTEE_PARLIAMENTARY_JOINT
4982,CJ23,COMMITTEE_PARLIAMENTARY_JOINT
4983,CJ16,COMMITTEE_PARLIAMENTARY_JOINT
4984,CJ01,COMMITTEE_PARLIAMENTARY_JOINT
1050,CD,EU_POLITICAL_GROUP
1229,L,EU_POLITICAL_GROUP
1533,PPE-DE,EU_POLITICAL_GROUP
1534,PSE,EU_POLITICAL_GROUP
1537,GUE/NGL,EU_POLITICAL_GROUP
1538,Verts/ALE,EU_POLITICAL_GROUP
1539,UEN,EU_POLITICAL_GROUP
1541,NI,EU_POLITICAL_GROUP
1550,ALDE,EU_POLITICAL_GROUP
1554,IND/DEM,EU_POLITICAL_GROUP
2345,ITS,EU_POLITICAL_GROUP
2602,Aucun,EU_POLITICAL_GROUP
2952,PPE,EU_POLITICAL_GROUP
2953,S&D,EU_POLITICAL_GROUP
2954,GUE/NGL,EU_POLITICAL_GROUP
2965,Verts/ALE,EU_POLITICAL_GROUP
2966,ALDE,EU_POLITICAL_GROUP
2967,EFD,EU_POLITICAL_GROUP
2977,ECR,EU_POLITICAL_GROUP
2978,NI,EU_POLITICAL_GROUP
3968,NI,EU_POLITICAL_GROUP
4273,PPE,EU_POLITICAL_GROUP
4275,ECR,EU_POLITICAL_GROUP
4280,EFDD,EU_POLITICAL_GROUP
4281,GUE/NGL,EU_POLITICAL_GROUP
4283,ALDE,EU_POLITICAL_GROUP
4284,S&D,EU_POLITICAL_GROUP
4285,Verts/ALE,EU_POLITICAL_GROUP
484,PPE,EU_POLITICAL_GROUP
485,S,EU_POLITICAL_GROUP
486,ED,EU_POLITICAL_GROUP
487,COM,EU_POLITICAL_GROUP
488,LDR,EU_POLITICAL_GROUP
4880,EFDD,EU_POLITICAL_GROUP
489,RDE,EU_POLITICAL_GROUP
490,ARC,EU_POLITICAL_GROUP
4908,ENF,EU_POLITICAL_GROUP
491,DR,EU_POLITICAL_GROUP
492,NI,EU_POLITICAL_GROUP
493,V,EU_POLITICAL_GROUP
494,GUE,EU_POLITICAL_GROUP
495,CG,EU_POLITICAL_GROUP
496,S,EU_POLITICAL_GROUP
497,CD,EU_POLITICAL_GROUP
498,L,EU_POLITICAL_GROUP
499,DE,EU_POLITICAL_GROUP
500,DEP,EU_POLITICAL_GROUP
501,DEP,EU_POLITICAL_GROUP
502,C,EU_POLITICAL_GROUP
503,COM,EU_POLITICAL_GROUP
504,CTDI,EU_POLITICAL_GROUP
505,NI,EU_POLITICAL_GROUP
506,ARC,EU_POLITICAL_GROUP
507,DR,EU_POLITICAL_GROUP
508,CDI,EU_POLITICAL_GROUP
509,PSE,EU_POLITICAL_GROUP
510,GUE,EU_POLITICAL_GROUP
511,FE,EU_POLITICAL_GROUP
512,ARE,EU_POLITICAL_GROUP
513,EDN,EU_POLITICAL_GROUP
514,PPE,EU_POLITICAL_GROUP
5148,ECR,EU_POLITICAL_GROUP
515,ELDR,EU_POLITICAL_GROUP
5151,GUE/NGL,EU_POLITICAL_GROUP
5152,NI,EU_POLITICAL_GROUP
5153,PPE,EU_POLITICAL_GROUP
5154,S&D,EU_POLITICAL_GROUP
5155,Verts/ALE,EU_POLITICAL_GROUP
516,GUE/NGL,EU_POLITICAL_GROUP
517,UPE,EU_POLITICAL_GROUP
518,I-EDN,EU_POLITICAL_GROUP
5588,ID,EU_POLITICAL_GROUP
5704,Renew,EU_POLITICAL_GROUP
6259,The Left,EU_POLITICAL_GROUP
6561,NI,EU_POLITICAL_GROUP
7018,PPE,EU_POLITICAL_GROUP
7028,Verts/ALE,EU_POLITICAL_GROUP
7035,Renew,EU_POLITICAL_GROUP
7036,The Left,EU_POLITICAL_GROUP
7037,ECR,EU_POLITICAL_GROUP
7038,S&D,EU_POLITICAL_GROUP
7150,PfE,EU_POLITICAL_GROUP
7151,ESN,EU_POLITICAL_GROUP
988,EDD,EU_POLITICAL_GROUP
990,UEN,EU_POLITICAL_GROUP
991,Verts/ALE,EU_POLITICAL_GROUP
993,TDI,EU_POLITICAL_GROUP
994,PPE-DE,EU_POLITICAL_GROUP
ALDE,ALDE,EU_POLITICAL_GROUP
ARC,ARC,EU_POLITICAL_GROUP
ARE,ARE,EU_POLITICAL_GROUP
AUCUN,Aucun,EU_POLITICAL_GROUP
C,C,EU_POLITICAL_GROUP
CD,CD,EU_POLITICAL_GROUP
CDI,CDI,EU_POLITICAL_GROUP
CG,CG,EU_POLITICAL_GROUP
COM,COM,EU_POLITICAL_GROUP
CTDI,CTDI,EU_POLITICAL_GROUP
DE,DE,EU_POLITICAL_GROUP
DEP,DEP,EU_POLITICAL_GROUP
DR,DR,EU_POLITICAL_GROUP
ECR,ECR,EU_POLITICAL_GROUP
ED,ED,EU_POLITICAL_GROUP
EDD,EDD,EU_POLITICAL_GROUP
EDN,EDN,EU_POLITICAL_GROUP
EFD,EFD,EU_POLITICAL_GROUP
EFDD,EFDD,EU_POLITICAL_GROUP
ELDR,ELDR,EU_POLITICAL_GROUP
ENF,ENF,EU_POLITICAL_GROUP
ESN,ESN,EU_POLITICAL_GROUP
FE,FE,EU_POLITICAL_GROUP
GUE,GUE,EU_POLITICAL_GROUP
GUE-NGL,GUE/NGL,EU_POLITICAL_GROUP
I-EDN,I-EDN,EU_POLITICAL_GROUP
ID,ID,EU_POLITICAL_GROUP
IND-DEM,IND/DEM,EU_POLITICAL_GROUP
ITS,ITS,EU_POLITICAL_GROUP
L,L,EU_POLITICAL_GROUP
LDR,LDR,EU_POLITICAL_GROUP
NI,NI,EU_POLITICAL_GROUP
PATRIOTS,Patriots,EU_POLITICAL_GROUP
PFE,PfE,EU_POLITICAL_GROUP
PPE,PPE,EU_POLITICAL_GROUP
PPE-DE,PPE-DE,EU_POLITICAL_GROUP
PSE,PSE,EU_POLITICAL_GROUP
RDE,RDE,EU_POLITICAL_GROUP
RENEW,Renew,EU_POLITICAL_GROUP
S,S,EU_POLITICAL_GROUP
S-D,S&D,EU_POLITICAL_GROUP
TDI,TDI,EU_POLITICAL_GROUP
THE-LEFT,The Left,EU_POLITICAL_GROUP
UEN,UEN,EU_POLITICAL_GROUP
UPE,UPE,EU_POLITICAL_GROUP
V,V,EU_POLITICAL_GROUP
VERTS-ALE,Verts/ALE,EU_POLITICAL_GROUP
1030,parteilos,NATIONAL_POLITICAL_GROUP
1031,-,NATIONAL_POLITICAL_GROUP
1032,PSOE (Indepediente),NATIONAL_POLITICAL_GROUP
1034,MSE,NATIONAL_POLITICAL_GROUP
1051,IdV,NATIONAL_POLITICAL_GROUP
1052,PDUP,NATIONAL_POLITICAL_GROUP
1053,SGP,NATIONAL_POLITICAL_GROUP
1054,CDU,NATIONAL_POLITICAL_GROUP
1055,UDF-PSD,NATIONAL_POLITICAL_GROUP
1056,PD,NATIONAL_POLITICAL_GROUP
1057,PVV,NATIONAL_POLITICAL_GROUP
1058,Regenboog/CPN,NATIONAL_POLITICAL_GROUP
1059,ERC,NATIONAL_POLITICAL_GROUP
1060,SKL,NATIONAL_POLITICAL_GROUP
1061,PSD,NATIONAL_POLITICAL_GROUP
1062,CD&V,NATIONAL_POLITICAL_GROUP
1064,L.A. DROGA,NATIONAL_POLITICAL_GROUP
1065,Regenboog/PPR,NATIONAL_POLITICAL_GROUP
1066,Verdes,NATIONAL_POLITICAL_GROUP
1067,NAR,NATIONAL_POLITICAL_GROUP
1068,BS,NATIONAL_POLITICAL_GROUP
1069,UDF adh.dir.,NATIONAL_POLITICAL_GROUP
1129,PP (Indepediente),NATIONAL_POLITICAL_GROUP
1130,ChristenUnie-SGP,NATIONAL_POLITICAL_GROUP
1131,UMP,NATIONAL_POLITICAL_GROUP
1132,UMP-RPR,NATIONAL_POLITICAL_GROUP
1133,Soc. Ind.,NATIONAL_POLITICAL_GROUP
1134,PR,NATIONAL_POLITICAL_GROUP
1135,UMP,NATIONAL_POLITICAL_GROUP
1136,A (frie),NATIONAL_POLITICAL_GROUP
1137,ER,NATIONAL_POLITICAL_GROUP
1138,PN,NATIONAL_POLITICAL_GROUP
1139,MLP,NATIONAL_POLITICAL_GROUP
1140,K,NATIONAL_POLITICAL_GROUP
1141,IL,NATIONAL_POLITICAL_GROUP
1142,SLD,NATIONAL_POLITICAL_GROUP
1143,M,NATIONAL_POLITICAL_GROUP
1145,UP,NATIONAL_POLITICAL_GROUP
1146,PSL,NATIONAL_POLITICAL_GROUP
1147,PO,NATIONAL_POLITICAL_GROUP
1148,ERL,NATIONAL_POLITICAL_GROUP
1149,MSZP,NATIONAL_POLITICAL_GROUP
1150,SZDSZ,NATIONAL_POLITICAL_GROUP
1151,PiS,NATIONAL_POLITICAL_GROUP
1152,FIDESZ-MPSZ,NATIONAL_POLITICAL_GROUP
1153,SKL,NATIONAL_POLITICAL_GROUP
1154,Blok Senat 2001,NATIONAL_POLITICAL_GROUP
1155,MDF,NATIONAL_POLITICAL_GROUP
1157,JL,NATIONAL_POLITICAL_GROUP
1158,SO,NATIONAL_POLITICAL_GROUP
1159,LPP,NATIONAL_POLITICAL_GROUP
1160,TB/LNNK,NATIONAL_POLITICAL_GROUP
1161,ZZS,NATIONAL_POLITICAL_GROUP
1162,ČSSD,NATIONAL_POLITICAL_GROUP
1163,LSP,NATIONAL_POLITICAL_GROUP
1164,US-DEU,NATIONAL_POLITICAL_GROUP
1165,TP,NATIONAL_POLITICAL_GROUP
1166,KDU-ČSL,NATIONAL_POLITICAL_GROUP
1167,ODS,NATIONAL_POLITICAL_GROUP
1169,KSČM,NATIONAL_POLITICAL_GROUP
1170,NS,NATIONAL_POLITICAL_GROUP
1173,TSKF,NATIONAL_POLITICAL_GROUP
1174,VNDF,NATIONAL_POLITICAL_GROUP
1176,LLD,NATIONAL_POLITICAL_GROUP
1178,DI.SY.,NATIONAL_POLITICAL_GROUP
1180,KI.SOS.,NATIONAL_POLITICAL_GROUP
