org_id,label,classification
1181,DI.KO.,NATIONAL_POLITICAL_GROUP
1183,A.K.E.L.,NATIONAL_POLITICAL_GROUP
1184,LLS,NATIONAL_POLITICAL_GROUP
1186,MKDSs,NATIONAL_POLITICAL_GROUP
1187,SDKÚ,NATIONAL_POLITICAL_GROUP
1188,KDH,NATIONAL_POLITICAL_GROUP
1189,SMK-MKP,NATIONAL_POLITICAL_GROUP
1190,ANO,NATIONAL_POLITICAL_GROUP
1191,SMER,NATIONAL_POLITICAL_GROUP
1192,KSS,NATIONAL_POLITICAL_GROUP
1193,HZDS,NATIONAL_POLITICAL_GROUP
1194,LDS,NATIONAL_POLITICAL_GROUP
1195,ZLSD,NATIONAL_POLITICAL_GROUP
1196,SLS,NATIONAL_POLITICAL_GROUP
1197,NSi,NATIONAL_POLITICAL_GROUP
1198,SDS,NATIONAL_POLITICAL_GROUP
1200,UV,NATIONAL_POLITICAL_GROUP
1202,PLD,NATIONAL_POLITICAL_GROUP
1203,PBL,NATIONAL_POLITICAL_GROUP
1204,no party,NATIONAL_POLITICAL_GROUP
1205,TSP,NATIONAL_POLITICAL_GROUP
1206,RP,NATIONAL_POLITICAL_GROUP
1207,RKN,NATIONAL_POLITICAL_GROUP
1210,LÚ,NATIONAL_POLITICAL_GROUP
1211,LSDP,NATIONAL_POLITICAL_GROUP
1212,KDS,NATIONAL_POLITICAL_GROUP
1213,RS AWS,NATIONAL_POLITICAL_GROUP
1214,UDC,NATIONAL_POLITICAL_GROUP
1215,LPR,NATIONAL_POLITICAL_GROUP
1216,MRE,NATIONAL_POLITICAL_GROUP
1217,PAR,NATIONAL_POLITICAL_GROUP
1218,-,NATIONAL_POLITICAL_GROUP
1220,CDH,NATIONAL_POLITICAL_GROUP
1221,GROEN!,NATIONAL_POLITICAL_GROUP
1222,SPA,NATIONAL_POLITICAL_GROUP
1223,Ind.,NATIONAL_POLITICAL_GROUP
1224,KO.DI.SO,NATIONAL_POLITICAL_GROUP
1225,Ecolo-Verts,NATIONAL_POLITICAL_GROUP
1227,GMC,NATIONAL_POLITICAL_GROUP
1228,AP,NATIONAL_POLITICAL_GROUP
1230,LDE,NATIONAL_POLITICAL_GROUP
1231,SP,NATIONAL_POLITICAL_GROUP
1260,BNV,NATIONAL_POLITICAL_GROUP
1261,PSOE (Progresistas),NATIONAL_POLITICAL_GROUP
1292,PCTVL,NATIONAL_POLITICAL_GROUP
1293,LCS,NATIONAL_POLITICAL_GROUP
1294,LKD,NATIONAL_POLITICAL_GROUP
1295,LDP,NATIONAL_POLITICAL_GROUP
1296,TS,NATIONAL_POLITICAL_GROUP
1297,VNDPS,NATIONAL_POLITICAL_GROUP
1298,SDPL,NATIONAL_POLITICAL_GROUP
1299,SDE,NATIONAL_POLITICAL_GROUP
1300,PRC-SE,NATIONAL_POLITICAL_GROUP
1304,AKEL-ARISTERA-ND,NATIONAL_POLITICAL_GROUP
1305,DP,NATIONAL_POLITICAL_GROUP
1306,Déi Gréng,NATIONAL_POLITICAL_GROUP
1307,DI.KO.,NATIONAL_POLITICAL_GROUP
1308,PCS,NATIONAL_POLITICAL_GROUP
1309,POSL,NATIONAL_POLITICAL_GROUP
1310,DI.SY.,NATIONAL_POLITICAL_GROUP
1313,Gia tin Evropi,NATIONAL_POLITICAL_GROUP
1314,FPÖ,NATIONAL_POLITICAL_GROUP
1315,ÖVP,NATIONAL_POLITICAL_GROUP
1317,SPÖ,NATIONAL_POLITICAL_GROUP
1318,GRÜNE,NATIONAL_POLITICAL_GROUP
1319,Vlaams Blok,NATIONAL_POLITICAL_GROUP
1320,VLD-Vivant,NATIONAL_POLITICAL_GROUP
1321,SP.A-SPIRIT,NATIONAL_POLITICAL_GROUP
1323,PS,NATIONAL_POLITICAL_GROUP
1327,GROEN,NATIONAL_POLITICAL_GROUP
1328,ECOLO,NATIONAL_POLITICAL_GROUP
1329,CSP,NATIONAL_POLITICAL_GROUP
1330,cdH,NATIONAL_POLITICAL_GROUP
1331,CD&V-N.VA,NATIONAL_POLITICAL_GROUP
1333,ČSSD,NATIONAL_POLITICAL_GROUP
1336,ODS,NATIONAL_POLITICAL_GROUP
1337,KSČM,NATIONAL_POLITICAL_GROUP
1338,KDU-ČSL,NATIONAL_POLITICAL_GROUP
1339,SZDSZ,NATIONAL_POLITICAL_GROUP
1340,MSZP,NATIONAL_POLITICAL_GROUP
1341,MDF,NATIONAL_POLITICAL_GROUP
1342,FIDESZ-MPSZ,NATIONAL_POLITICAL_GROUP
1343,PN,NATIONAL_POLITICAL_GROUP
1344,MLP,NATIONAL_POLITICAL_GROUP
1347,TP,NATIONAL_POLITICAL_GROUP
1348,TB/LNNK,NATIONAL_POLITICAL_GROUP
1349,PCTVL,NATIONAL_POLITICAL_GROUP
1351,JL,NATIONAL_POLITICAL_GROUP
1352,VNDPS,NATIONAL_POLITICAL_GROUP
1353,TS,NATIONAL_POLITICAL_GROUP
1355,LSDP,NATIONAL_POLITICAL_GROUP
1357,LDP,NATIONAL_POLITICAL_GROUP
1358,LCS,NATIONAL_POLITICAL_GROUP
1359,Lab.,NATIONAL_POLITICAL_GROUP
1360,Ind.,NATIONAL_POLITICAL_GROUP
1362,FG,NATIONAL_POLITICAL_GROUP
1363,FF,NATIONAL_POLITICAL_GROUP
1364,SDE,NATIONAL_POLITICAL_GROUP
1366,K,NATIONAL_POLITICAL_GROUP
1367,IL,NATIONAL_POLITICAL_GROUP
1369,ER,NATIONAL_POLITICAL_GROUP
1371,SPD,NATIONAL_POLITICAL_GROUP
1372,PDS,NATIONAL_POLITICAL_GROUP
1373,GRÜNE,NATIONAL_POLITICAL_GROUP
1374,CSU,NATIONAL_POLITICAL_GROUP
1375,CDU,NATIONAL_POLITICAL_GROUP
1376,V,NATIONAL_POLITICAL_GROUP
1377,O,NATIONAL_POLITICAL_GROUP
1378,N,NATIONAL_POLITICAL_GROUP
1379,J,NATIONAL_POLITICAL_GROUP
1380,F,NATIONAL_POLITICAL_GROUP
1381,C,NATIONAL_POLITICAL_GROUP
1382,B,NATIONAL_POLITICAL_GROUP
1384,A,NATIONAL_POLITICAL_GROUP
1385,VVD,NATIONAL_POLITICAL_GROUP
1386,SP,NATIONAL_POLITICAL_GROUP
1387,PvdA,NATIONAL_POLITICAL_GROUP
1388,GroenLinks,NATIONAL_POLITICAL_GROUP
1389,D 66,NATIONAL_POLITICAL_GROUP
1390,ChristenUnie-SGP,NATIONAL_POLITICAL_GROUP
1391,CDA,NATIONAL_POLITICAL_GROUP
1393,PS,NATIONAL_POLITICAL_GROUP
1394,PCP,NATIONAL_POLITICAL_GROUP
1396,ZLSD,NATIONAL_POLITICAL_GROUP
1398,SDS,NATIONAL_POLITICAL_GROUP
1399,NSi,NATIONAL_POLITICAL_GROUP
1400,LDS,NATIONAL_POLITICAL_GROUP
1401,SMK-MPK,NATIONAL_POLITICAL_GROUP
1402,SMER,NATIONAL_POLITICAL_GROUP
1403,SDKÚ,NATIONAL_POLITICAL_GROUP
1406,KDH,NATIONAL_POLITICAL_GROUP
1407,HZDS,NATIONAL_POLITICAL_GROUP
1409,UP,NATIONAL_POLITICAL_GROUP
1410,SO,NATIONAL_POLITICAL_GROUP
1411,SLD-UP,NATIONAL_POLITICAL_GROUP
1413,SDPL,NATIONAL_POLITICAL_GROUP
1416,PiS,NATIONAL_POLITICAL_GROUP
1417,PSL,NATIONAL_POLITICAL_GROUP
1418,PO,NATIONAL_POLITICAL_GROUP
1421,LPR,NATIONAL_POLITICAL_GROUP
1423,VIHR,NATIONAL_POLITICAL_GROUP
1424,VAS,NATIONAL_POLITICAL_GROUP
1426,SFP,NATIONAL_POLITICAL_GROUP
1427,SDP,NATIONAL_POLITICAL_GROUP
1428,KOK,NATIONAL_POLITICAL_GROUP
1429,KESK,NATIONAL_POLITICAL_GROUP
1431,V,NATIONAL_POLITICAL_GROUP
1432,SAP,NATIONAL_POLITICAL_GROUP
1433,MP,NATIONAL_POLITICAL_GROUP
1434,M,NATIONAL_POLITICAL_GROUP
1435,KD,NATIONAL_POLITICAL_GROUP
1436,FP,NATIONAL_POLITICAL_GROUP
1437,C,NATIONAL_POLITICAL_GROUP
1438,UUP,NATIONAL_POLITICAL_GROUP
1439,UKIP,NATIONAL_POLITICAL_GROUP
1440,SNP,NATIONAL_POLITICAL_GROUP
1442,SCUP,NATIONAL_POLITICAL_GROUP
1443,PL-PW,NATIONAL_POLITICAL_GROUP
1444,Lab.,NATIONAL_POLITICAL_GROUP
1445,LDP,NATIONAL_POLITICAL_GROUP
1446,GP,NATIONAL_POLITICAL_GROUP
1447,DUP,NATIONAL_POLITICAL_GROUP
1448,Cons.,NATIONAL_POLITICAL_GROUP
1449,UDC,NATIONAL_POLITICAL_GROUP
1450,Alleanza Popolare-U.D.EUR,NATIONAL_POLITICAL_GROUP
1451,SVP,NATIONAL_POLITICAL_GROUP
1452,SDI,NATIONAL_POLITICAL_GROUP
1454,Pensionati,NATIONAL_POLITICAL_GROUP
1455,PdCI,NATIONAL_POLITICAL_GROUP
1457,PRC-SE,NATIONAL_POLITICAL_GROUP
1459,MRE,NATIONAL_POLITICAL_GROUP
1460,Lista Bonino,NATIONAL_POLITICAL_GROUP
1461,LN,NATIONAL_POLITICAL_GROUP
1463,IdV,NATIONAL_POLITICAL_GROUP
1465,Forza Italia,NATIONAL_POLITICAL_GROUP
1466,Fed. Verdi,NATIONAL_POLITICAL_GROUP
1467,DS,NATIONAL_POLITICAL_GROUP
1468,AN,NATIONAL_POLITICAL_GROUP
1469,SYN,NATIONAL_POLITICAL_GROUP
1470,PASOK,NATIONAL_POLITICAL_GROUP
1471,N.D.,NATIONAL_POLITICAL_GROUP
1472,KKE,NATIONAL_POLITICAL_GROUP
1478,PSOE,NATIONAL_POLITICAL_GROUP
1479,PSC-PSOE,NATIONAL_POLITICAL_GROUP
1481,PP,NATIONAL_POLITICAL_GROUP
1482,PNV,NATIONAL_POLITICAL_GROUP
1484,IU,NATIONAL_POLITICAL_GROUP
1487,CDC,NATIONAL_POLITICAL_GROUP
1491,UMP,NATIONAL_POLITICAL_GROUP
1493,UDF,NATIONAL_POLITICAL_GROUP
1496,PS,NATIONAL_POLITICAL_GROUP
1499,PCF,NATIONAL_POLITICAL_GROUP
1500,MPF,NATIONAL_POLITICAL_GROUP
1503,Les Verts,NATIONAL_POLITICAL_GROUP
1506,FN,NATIONAL_POLITICAL_GROUP
1517,SF,NATIONAL_POLITICAL_GROUP
1518,FDP,NATIONAL_POLITICAL_GROUP
1519,MARTIN,NATIONAL_POLITICAL_GROUP
1520,MR,NATIONAL_POLITICAL_GROUP
1521,ET,NATIONAL_POLITICAL_GROUP
1522,DP,NATIONAL_POLITICAL_GROUP
1523,B.E.,NATIONAL_POLITICAL_GROUP
1524,La Margherita,NATIONAL_POLITICAL_GROUP
1525,UW,NATIONAL_POLITICAL_GROUP
1526,Ind.,NATIONAL_POLITICAL_GROUP
1527,NPSI,NATIONAL_POLITICAL_GROUP
1528,Lista Mussolini,NATIONAL_POLITICAL_GROUP
1530,MSFT,NATIONAL_POLITICAL_GROUP
1532,Uniti nell'Ulivo,NATIONAL_POLITICAL_GROUP
1535,Junilistan,NATIONAL_POLITICAL_GROUP
1542,SF,NATIONAL_POLITICAL_GROUP
1544,IU-IPCV-EUA,NATIONAL_POLITICAL_GROUP
1545,Europa de los Pueblos,NATIONAL_POLITICAL_GROUP
1546,LA.O.S.,NATIONAL_POLITICAL_GROUP
1547,LC,NATIONAL_POLITICAL_GROUP
1548,CDU,NATIONAL_POLITICAL_GROUP
1549,Coligaçao Força Portugal,NATIONAL_POLITICAL_GROUP
1552,SNK,NATIONAL_POLITICAL_GROUP
1553,NEZÁVISLÍ,NATIONAL_POLITICAL_GROUP
1555,Uniti nell'Ulivo-SVP,NATIONAL_POLITICAL_GROUP
1556,-,NATIONAL_POLITICAL_GROUP
1557,Los Verdes,NATIONAL_POLITICAL_GROUP
1560,UPN,NATIONAL_POLITICAL_GROUP
1562,GSLP,NATIONAL_POLITICAL_GROUP
1563,Vlaams Belang,NATIONAL_POLITICAL_GROUP
1565,ED,NATIONAL_POLITICAL_GROUP
1566,Ind.-IdV,NATIONAL_POLITICAL_GROUP
1567,IPCV-EUA,NATIONAL_POLITICAL_GROUP
1909,Ind.,NATIONAL_POLITICAL_GROUP
1910,SDĽ,NATIONAL_POLITICAL_GROUP
1920,SD,NATIONAL_POLITICAL_GROUP
1921,UW/PD,NATIONAL_POLITICAL_GROUP
1922,PD,NATIONAL_POLITICAL_GROUP
1923,PC,NATIONAL_POLITICAL_GROUP
1924,PRM,NATIONAL_POLITICAL_GROUP
1925,PNL,NATIONAL_POLITICAL_GROUP
1926,PSD,NATIONAL_POLITICAL_GROUP
1927,MINORITATI,NATIONAL_POLITICAL_GROUP
1928,UDMR,NATIONAL_POLITICAL_GROUP
1930,D.A.,NATIONAL_POLITICAL_GROUP
1931,KB,NATIONAL_POLITICAL_GROUP
1932,NDSV,NATIONAL_POLITICAL_GROUP
1933,DPS,NATIONAL_POLITICAL_GROUP
1934,KA,NATIONAL_POLITICAL_GROUP
1935,ODS,NATIONAL_POLITICAL_GROUP
1936,DSB,NATIONAL_POLITICAL_GROUP
1937,BNS,NATIONAL_POLITICAL_GROUP
1939,SLD,NATIONAL_POLITICAL_GROUP
1940,AS,NATIONAL_POLITICAL_GROUP
1941,MPF-RIF,NATIONAL_POLITICAL_GROUP
2078,FP,NATIONAL_POLITICAL_GROUP
2246,NEZ/DEM,NATIONAL_POLITICAL_GROUP
2247,SMER-SD,NATIONAL_POLITICAL_GROUP
2248,LIF,NATIONAL_POLITICAL_GROUP
2249,IdV,NATIONAL_POLITICAL_GROUP
2250,LRLS,NATIONAL_POLITICAL_GROUP
2261,Ind.,NATIONAL_POLITICAL_GROUP
2338,FI,NATIONAL_POLITICAL_GROUP
2339,Linkspartei.PDS,NATIONAL_POLITICAL_GROUP
2340,LVLS,NATIONAL_POLITICAL_GROUP
2343,FDGR,NATIONAL_POLITICAL_GROUP
2438,PRC-SE (Indipendente),NATIONAL_POLITICAL_GROUP
2444,-,NATIONAL_POLITICAL_GROUP
2448,-,NATIONAL_POLITICAL_GROUP
2485,IdV,NATIONAL_POLITICAL_GROUP
2488,-,NATIONAL_POLITICAL_GROUP
2490,Independent,NATIONAL_POLITICAL_GROUP
2493,GERB,NATIONAL_POLITICAL_GROUP
2494,PES,NATIONAL_POLITICAL_GROUP
2495,Ataka,NATIONAL_POLITICAL_GROUP
2496,Ny Alliance,NATIONAL_POLITICAL_GROUP
2497,EA,NATIONAL_POLITICAL_GROUP
2498,BANU-PU,NATIONAL_POLITICAL_GROUP
2499,PDIUM,NATIONAL_POLITICAL_GROUP
2500,PIAST,NATIONAL_POLITICAL_GROUP
2501,DR,NATIONAL_POLITICAL_GROUP
2502,GD,NATIONAL_POLITICAL_GROUP
2503,Gauche dém.,NATIONAL_POLITICAL_GROUP
2504,DIE LINKE.,NATIONAL_POLITICAL_GROUP
2581,PSD,NATIONAL_POLITICAL_GROUP
2582,CDS-PP,NATIONAL_POLITICAL_GROUP
2583,La Destra - AS,NATIONAL_POLITICAL_GROUP
2584,Ataka,NATIONAL_POLITICAL_GROUP
2585,PLD,NATIONAL_POLITICAL_GROUP
2587,RDM,NATIONAL_POLITICAL_GROUP
2588,TU,NATIONAL_POLITICAL_GROUP
2589,NC,NATIONAL_POLITICAL_GROUP
2590,RMDS,NATIONAL_POLITICAL_GROUP
2592,PD,NATIONAL_POLITICAL_GROUP
2593,PS,NATIONAL_POLITICAL_GROUP
2594,MCFP,NATIONAL_POLITICAL_GROUP
2595,SD,NATIONAL_POLITICAL_GROUP
2596,ACDE,NATIONAL_POLITICAL_GROUP
2601,MoDem,NATIONAL_POLITICAL_GROUP
2603,PD-L,NATIONAL_POLITICAL_GROUP
2605,Open VLD,NATIONAL_POLITICAL_GROUP
2614,PS,NATIONAL_POLITICAL_GROUP
2615,-,NATIONAL_POLITICAL_GROUP
2625,AD,NATIONAL_POLITICAL_GROUP
2626,PD,NATIONAL_POLITICAL_GROUP
2638,SP,NATIONAL_POLITICAL_GROUP
2639,NP,NATIONAL_POLITICAL_GROUP
2640,Partito del Sud,NATIONAL_POLITICAL_GROUP
2641,PDF,NATIONAL_POLITICAL_GROUP
2642,La Maison de la Vie,NATIONAL_POLITICAL_GROUP
2643,IRL,NATIONAL_POLITICAL_GROUP
2644,SD,NATIONAL_POLITICAL_GROUP
2645,Forza Nuova,NATIONAL_POLITICAL_GROUP
2648,EDS,NATIONAL_POLITICAL_GROUP
2651,-,NATIONAL_POLITICAL_GROUP
2652,CDU,NATIONAL_POLITICAL_GROUP
2653,CDU,NATIONAL_POLITICAL_GROUP
2654,FPÖ,NATIONAL_POLITICAL_GROUP
2655,GRÜNE,NATIONAL_POLITICAL_GROUP
2656,GRÜNE.,NATIONAL_POLITICAL_GROUP
2658,MARTIN,NATIONAL_POLITICAL_GROUP
2659,SPÖ,NATIONAL_POLITICAL_GROUP
2660,ÖVP,NATIONAL_POLITICAL_GROUP
2661,CSU,NATIONAL_POLITICAL_GROUP
2662,DIE LINKE.,NATIONAL_POLITICAL_GROUP
2663,FDP,NATIONAL_POLITICAL_GROUP
2664,SPD,NATIONAL_POLITICAL_GROUP
2666,CSP,NATIONAL_POLITICAL_GROUP
2667,ECOLO,NATIONAL_POLITICAL_GROUP
2668,GROEN,NATIONAL_POLITICAL_GROUP
2669,MR,NATIONAL_POLITICAL_GROUP
2670,Open VLD,NATIONAL_POLITICAL_GROUP
2671,PS,NATIONAL_POLITICAL_GROUP
2674,Vlaams Belang,NATIONAL_POLITICAL_GROUP
2675,cdH,NATIONAL_POLITICAL_GROUP
2676,Ataka,NATIONAL_POLITICAL_GROUP
2678,DPS,NATIONAL_POLITICAL_GROUP
2679,GERB,NATIONAL_POLITICAL_GROUP
2680,NDSV,NATIONAL_POLITICAL_GROUP
2682,AKEL-ARISTERA-ND,NATIONAL_POLITICAL_GROUP
2683,DI.KO.,NATIONAL_POLITICAL_GROUP
2684,DI.SY.,NATIONAL_POLITICAL_GROUP
2687,KDU-ČSL,NATIONAL_POLITICAL_GROUP
2688,KSČM,NATIONAL_POLITICAL_GROUP
2691,ODS,NATIONAL_POLITICAL_GROUP
2693,ČSSD,NATIONAL_POLITICAL_GROUP
2694,A,NATIONAL_POLITICAL_GROUP
2696,C,NATIONAL_POLITICAL_GROUP
2697,F,NATIONAL_POLITICAL_GROUP
2699,N,NATIONAL_POLITICAL_GROUP
2700,O,NATIONAL_POLITICAL_GROUP
2701,V,NATIONAL_POLITICAL_GROUP
2702,ER,NATIONAL_POLITICAL_GROUP
2703,IRL,NATIONAL_POLITICAL_GROUP
2704,K,NATIONAL_POLITICAL_GROUP
2705,SDE,NATIONAL_POLITICAL_GROUP
2706,CDC,NATIONAL_POLITICAL_GROUP
2711,PNV,NATIONAL_POLITICAL_GROUP
2712,PP,NATIONAL_POLITICAL_GROUP
2713,PSC-PSOE,NATIONAL_POLITICAL_GROUP
2714,PSOE,NATIONAL_POLITICAL_GROUP
2715,KESK,NATIONAL_POLITICAL_GROUP
2716,KOK,NATIONAL_POLITICAL_GROUP
2717,SDP,NATIONAL_POLITICAL_GROUP
2720,VIHR,NATIONAL_POLITICAL_GROUP
2722,FN,NATIONAL_POLITICAL_GROUP
2725,MPF,NATIONAL_POLITICAL_GROUP
2727,MoDem,NATIONAL_POLITICAL_GROUP
2731,PS,NATIONAL_POLITICAL_GROUP
2733,UMP,NATIONAL_POLITICAL_GROUP
2734,Cons.,NATIONAL_POLITICAL_GROUP
2735,GP,NATIONAL_POLITICAL_GROUP
2738,LDP,NATIONAL_POLITICAL_GROUP
2739,Lab.,NATIONAL_POLITICAL_GROUP
2740,PL-PW,NATIONAL_POLITICAL_GROUP
2742,SF,NATIONAL_POLITICAL_GROUP
2744,SNP,NATIONAL_POLITICAL_GROUP
2746,UKIP,NATIONAL_POLITICAL_GROUP
2748,KKE,NATIONAL_POLITICAL_GROUP
2749,LA.O.S.,NATIONAL_POLITICAL_GROUP
2750,N.D.,NATIONAL_POLITICAL_GROUP
2751,PASOK,NATIONAL_POLITICAL_GROUP
2752,SYRIZA,NATIONAL_POLITICAL_GROUP
2753,Fidesz-KDNP,NATIONAL_POLITICAL_GROUP
2754,MDF,NATIONAL_POLITICAL_GROUP
2755,MSZP,NATIONAL_POLITICAL_GROUP
2757,FF,NATIONAL_POLITICAL_GROUP
2758,FG,NATIONAL_POLITICAL_GROUP
2760,Lab.,NATIONAL_POLITICAL_GROUP
2767,LN,NATIONAL_POLITICAL_GROUP
2771,PD,NATIONAL_POLITICAL_GROUP
2779,SVP,NATIONAL_POLITICAL_GROUP
2780,UDC,NATIONAL_POLITICAL_GROUP
2782,DP,NATIONAL_POLITICAL_GROUP
2785,LRLS,NATIONAL_POLITICAL_GROUP
2786,LSDP,NATIONAL_POLITICAL_GROUP
2789,DP,NATIONAL_POLITICAL_GROUP
2790,Déi Gréng,NATIONAL_POLITICAL_GROUP
2791,CSV,NATIONAL_POLITICAL_GROUP
2792,LSAP,NATIONAL_POLITICAL_GROUP
2794,JL,NATIONAL_POLITICAL_GROUP
2795,PCTVL,NATIONAL_POLITICAL_GROUP
2796,PS,NATIONAL_POLITICAL_GROUP
2797,TB/LNNK,NATIONAL_POLITICAL_GROUP
2799,MLP,NATIONAL_POLITICAL_GROUP
2800,PN,NATIONAL_POLITICAL_GROUP
2801,CDA,NATIONAL_POLITICAL_GROUP
2802,ChristenUnie-SGP,NATIONAL_POLITICAL_GROUP
2803,D 66,NATIONAL_POLITICAL_GROUP
2805,GroenLinks,NATIONAL_POLITICAL_GROUP
2807,PvdA,NATIONAL_POLITICAL_GROUP
2808,SP,NATIONAL_POLITICAL_GROUP
2809,VVD,NATIONAL_POLITICAL_GROUP
2816,PO,NATIONAL_POLITICAL_GROUP
2817,PSL,NATIONAL_POLITICAL_GROUP
2818,PiS,NATIONAL_POLITICAL_GROUP
2826,B.E.,NATIONAL_POLITICAL_GROUP
2827,CDS-PP,NATIONAL_POLITICAL_GROUP
2829,PS,NATIONAL_POLITICAL_GROUP
2830,PSD,NATIONAL_POLITICAL_GROUP
2832,PD-L,NATIONAL_POLITICAL_GROUP
2833,PNL,NATIONAL_POLITICAL_GROUP
2836,UDMR,NATIONAL_POLITICAL_GROUP
2837,C,NATIONAL_POLITICAL_GROUP
2839,FP,NATIONAL_POLITICAL_GROUP
2841,KD,NATIONAL_POLITICAL_GROUP
2842,M,NATIONAL_POLITICAL_GROUP
2843,MP,NATIONAL_POLITICAL_GROUP
2844,SAP,NATIONAL_POLITICAL_GROUP
2845,V,NATIONAL_POLITICAL_GROUP
2846,LDS,NATIONAL_POLITICAL_GROUP
2848,SD,NATIONAL_POLITICAL_GROUP
2849,SDS,NATIONAL_POLITICAL_GROUP
2850,LS-HZDS,NATIONAL_POLITICAL_GROUP
2851,KDH,NATIONAL_POLITICAL_GROUP
2852,SDKÚ-DS,NATIONAL_POLITICAL_GROUP
2853,SNS,NATIONAL_POLITICAL_GROUP
2854,SMER-SD,NATIONAL_POLITICAL_GROUP
2855,SMK-MKP,NATIONAL_POLITICAL_GROUP
2925,SP,NATIONAL_POLITICAL_GROUP
2926,PP,NATIONAL_POLITICAL_GROUP
2928,KD,NATIONAL_POLITICAL_GROUP
2930,Perus,NATIONAL_POLITICAL_GROUP
2931,TT,NATIONAL_POLITICAL_GROUP
2932,LLRA,NATIONAL_POLITICAL_GROUP
2933,TS-LKD,NATIONAL_POLITICAL_GROUP
2938,Jobbik,NATIONAL_POLITICAL_GROUP
2939,PSD+PC,NATIONAL_POLITICAL_GROUP
2940,PRM,NATIONAL_POLITICAL_GROUP
2941,PVV,NATIONAL_POLITICAL_GROUP
2942,BNP,NATIONAL_POLITICAL_GROUP
2943,DUP,NATIONAL_POLITICAL_GROUP
2944,UCU-NF,NATIONAL_POLITICAL_GROUP
2945,SC,NATIONAL_POLITICAL_GROUP
2948,LPP/LC,NATIONAL_POLITICAL_GROUP
2949,Oikologoi prasinoi,NATIONAL_POLITICAL_GROUP
2950,K.S. EDEK,NATIONAL_POLITICAL_GROUP
2955,Front de Gauche,NATIONAL_POLITICAL_GROUP
2956,Europe Écologie,NATIONAL_POLITICAL_GROUP
2958,Majorité présidentielle,NATIONAL_POLITICAL_GROUP
2961,Alliance des Outre-Mers,NATIONAL_POLITICAL_GROUP
2962,KB,NATIONAL_POLITICAL_GROUP
2963,SK,NATIONAL_POLITICAL_GROUP
2968,CEU,NATIONAL_POLITICAL_GROUP
2970,UPyD,NATIONAL_POLITICAL_GROUP
2971,EdP-V,NATIONAL_POLITICAL_GROUP
2972,CD&V,NATIONAL_POLITICAL_GROUP
2973,SP.A,NATIONAL_POLITICAL_GROUP
2974,N-VA,NATIONAL_POLITICAL_GROUP
2975,LDD,NATIONAL_POLITICAL_GROUP
2979,Sõltumatu,NATIONAL_POLITICAL_GROUP
2981,NSi-KLS,NATIONAL_POLITICAL_GROUP
2982,ZARES-NP,NATIONAL_POLITICAL_GROUP
2983,PDL,NATIONAL_POLITICAL_GROUP
2984,IdV,NATIONAL_POLITICAL_GROUP
3471,PNC,NATIONAL_POLITICAL_GROUP
3472,UDEUR,NATIONAL_POLITICAL_GROUP
3473,SFP,NATIONAL_POLITICAL_GROUP
3477,PCR,NATIONAL_POLITICAL_GROUP
3523,NC,NATIONAL_POLITICAL_GROUP
3524,LGM,NATIONAL_POLITICAL_GROUP
3527,ERC,NATIONAL_POLITICAL_GROUP
3528,IU,NATIONAL_POLITICAL_GROUP
3529,ICV,NATIONAL_POLITICAL_GROUP
3537,SGP,NATIONAL_POLITICAL_GROUP
3540,ChristenUnie,NATIONAL_POLITICAL_GROUP
3543,B.E. (Ind.),NATIONAL_POLITICAL_GROUP
3544,PSD,NATIONAL_POLITICAL_GROUP
3545,PCP,NATIONAL_POLITICAL_GROUP
3546,IdV (Ind.),NATIONAL_POLITICAL_GROUP
3547,SLD,NATIONAL_POLITICAL_GROUP
3548,UP,NATIONAL_POLITICAL_GROUP
3632,CAP 21,NATIONAL_POLITICAL_GROUP
3633,-,NATIONAL_POLITICAL_GROUP
3638,"""IO AMO L'ITALIA""",NATIONAL_POLITICAL_GROUP
3653,-,NATIONAL_POLITICAL_GROUP
3705,UMP-PR,NATIONAL_POLITICAL_GROUP
3716,ApI,NATIONAL_POLITICAL_GROUP
3717,-,NATIONAL_POLITICAL_GROUP
3722,FLI,NATIONAL_POLITICAL_GROUP
3723,Ind.,NATIONAL_POLITICAL_GROUP
3724,PJN,NATIONAL_POLITICAL_GROUP
3725,Løsgænger,NATIONAL_POLITICAL_GROUP
3728,Onafhankelijk lid,NATIONAL_POLITICAL_GROUP
3729,-,NATIONAL_POLITICAL_GROUP
3732,DS,NATIONAL_POLITICAL_GROUP
3734,Ind.,NATIONAL_POLITICAL_GROUP
3735,-,NATIONAL_POLITICAL_GROUP
3736,BZÖ,NATIONAL_POLITICAL_GROUP
3737,Onafhankelijk,NATIONAL_POLITICAL_GROUP
3738,GDR,NATIONAL_POLITICAL_GROUP
3739,UDC,NATIONAL_POLITICAL_GROUP
3742,BNG,NATIONAL_POLITICAL_GROUP
3743,PR,NATIONAL_POLITICAL_GROUP
3773,DSB,NATIONAL_POLITICAL_GROUP
3784,SDP,NATIONAL_POLITICAL_GROUP
3785,HNS,NATIONAL_POLITICAL_GROUP
3786,HDZ,NATIONAL_POLITICAL_GROUP
3787,SDSS,NATIONAL_POLITICAL_GROUP
3788,HDSSB,NATIONAL_POLITICAL_GROUP
3789,HL,NATIONAL_POLITICAL_GROUP
3790,SP,NATIONAL_POLITICAL_GROUP
3793,PROUD/CPD and Success,NATIONAL_POLITICAL_GROUP
